	mean gene expression	Enf prediction, Reference, fine-tuned
ENSG00000099365	8.050072	8.315216
ENSG00000103496	4.891375	5.168952
ENSG00000167394	2.201367	4.503930
ENSG00000167395	3.986427	3.927958
ENSG00000167397	4.011195	4.881351
ENSG00000103507	4.955176	5.009893
ENSG00000103510	5.205945	3.895328
ENSG00000278133	2.299722	4.019017
ENSG00000089280	6.984010	5.970803
ENSG00000169896	2.152862	2.832783
ENSG00000140678	2.981273	4.106250
ENSG00000176723	2.015459	4.676961
ENSG00000140691	4.337608	4.665079
ENSG00000140688	5.321405	4.667526
ENSG00000131797	3.213858	3.266442
ENSG00000197302	3.659864	3.288767
ENSG00000185947	2.681208	3.451664
ENSG00000069329	6.816198	3.478210
ENSG00000091651	2.260333	3.180774
ENSG00000155330	3.490981	4.099182
ENSG00000166123	6.646435	4.105086
ENSG00000069345	6.445711	6.180092
ENSG00000171208	4.572231	4.437486
ENSG00000129636	6.380107	4.784170
ENSG00000102893	5.525493	5.805538
ENSG00000140798	2.532414	4.414802
ENSG00000102910	6.105332	4.800085
ENSG00000196470	3.283261	4.344423
ENSG00000102921	4.957493	4.536033
ENSG00000102924	2.593987	3.629063
ENSG00000102935	4.282509	5.041597
ENSG00000205423	3.983162	4.854007
ENSG00000155393	3.575049	4.387669
ENSG00000121274	4.188201	4.031263
ENSG00000166164	5.360656	5.624328
ENSG00000140807	4.003782	3.922083
ENSG00000083799	5.920112	5.289871
ENSG00000103449	4.321938	2.351478
ENSG00000103460	2.248170	5.012824
ENSG00000177200	4.962482	4.042387
ENSG00000103479	5.054323	4.807137
ENSG00000279722	2.294634	3.716173
ENSG00000166971	6.096255	5.523302
ENSG00000103494	3.828348	5.302184
ENSG00000140718	6.342332	4.597326
ENSG00000087253	2.659793	3.667159
ENSG00000087258	8.631986	8.432879
ENSG00000159461	6.354790	5.324111
ENSG00000167005	6.478598	4.870449
ENSG00000087263	4.524598	5.398442
ENSG00000125124	6.292247	5.671716
ENSG00000087250	9.075880	5.816643
ENSG00000125148	6.883476	6.053999
ENSG00000169715	5.877783	3.364015
ENSG00000205364	4.517783	4.433986
ENSG00000198417	4.321719	4.907868
ENSG00000125144	4.816450	4.996523
ENSG00000187193	5.079817	6.571239
ENSG00000102900	5.080764	4.098355
ENSG00000051108	5.848437	5.878834
ENSG00000140853	2.676794	3.546550
ENSG00000140848	4.775522	4.920435
ENSG00000172775	6.585674	6.004146
ENSG00000159579	4.386208	5.708435
ENSG00000102934	5.586994	5.190902
ENSG00000006210	6.770376	5.559229
ENSG00000005194	5.075959	4.931637
ENSG00000088682	5.330530	5.083469
ENSG00000102978	5.621973	4.962805
ENSG00000125170	4.292178	4.700956
ENSG00000205336	7.187628	4.607134
ENSG00000140854	5.801579	4.826686
ENSG00000140859	5.419516	4.596415
ENSG00000070729	3.031441	3.356412
ENSG00000166188	3.473356	4.216645
ENSG00000103005	5.381464	4.932275
ENSG00000102996	3.656397	4.116971
ENSG00000070761	4.739937	5.200794
ENSG00000070770	5.571728	4.510633
ENSG00000103021	4.296999	4.141955
ENSG00000103034	9.569729	5.431652
ENSG00000103037	3.219156	3.849877
ENSG00000125107	5.279161	5.585096
ENSG00000103042	4.471712	4.401671
ENSG00000125166	6.877889	5.826606
ENSG00000150394	4.987257	3.181838
ENSG00000140937	4.444381	3.000889
ENSG00000179776	4.149448	4.491940
ENSG00000166546	2.967975	4.485878
ENSG00000166548	5.093738	4.050280
ENSG00000140931	2.548699	5.328711
ENSG00000183723	6.279485	6.153856
ENSG00000135720	7.128341	6.511014
ENSG00000159593	4.994781	4.214904
ENSG00000168748	3.230084	3.843401
ENSG00000172840	4.261205	4.861535
ENSG00000166595	5.497626	5.762894
ENSG00000172831	5.406986	5.543599
ENSG00000172828	2.349522	3.520878
ENSG00000172824	4.091806	4.160912
ENSG00000280334	2.820651	4.436854
ENSG00000067955	3.954614	4.918162
ENSG00000125149	4.194390	5.226255
ENSG00000237172	2.616567	3.680306
ENSG00000102871	2.861678	2.562972
ENSG00000135722	2.229781	2.798448
ENSG00000102878	5.184539	5.105990
ENSG00000140939	4.454835	4.242150
ENSG00000196123	5.923351	5.075115
ENSG00000205250	5.071223	4.522600
ENSG00000125122	2.501550	3.923763
ENSG00000168701	4.262186	4.284115
ENSG00000135723	3.449881	3.030124
ENSG00000135740	3.730195	3.313097
ENSG00000159713	5.583322	3.932147
ENSG00000159714	3.161568	4.826262
ENSG00000159720	6.958682	6.061350
ENSG00000039523	6.414809	3.730482
ENSG00000102974	5.145329	4.649047
ENSG00000159753	5.572964	3.330194
ENSG00000102977	4.481082	4.326663
ENSG00000102981	4.594512	4.684544
ENSG00000124074	3.435436	4.118000
ENSG00000159761	2.186880	3.245263
ENSG00000141098	5.184275	4.343423
ENSG00000141084	4.481643	4.568462
ENSG00000102904	3.272562	4.572983
ENSG00000102901	5.368166	5.102419
ENSG00000168286	4.196507	4.493950
ENSG00000102898	6.139216	7.119595
ENSG00000038358	5.873430	5.136289
ENSG00000159792	3.671283	4.671470
ENSG00000205220	4.440557	3.778529
ENSG00000213398	2.819597	3.835205
ENSG00000124067	4.270373	4.380697
ENSG00000167264	2.953838	3.548835
ENSG00000182810	2.870285	3.678982
ENSG00000072736	2.376218	4.748428
ENSG00000103066	3.830521	4.616428
ENSG00000103064	2.728533	4.814442
ENSG00000103061	2.169769	3.919391
ENSG00000132600	5.015788	4.065745
ENSG00000103056	4.664202	4.918961
ENSG00000184939	5.060280	3.430733
ENSG00000062038	2.174433	3.881123
ENSG00000103047	3.347836	4.094165
ENSG00000168802	4.792705	5.378461
ENSG00000141076	4.824381	5.402603
ENSG00000168807	4.394714	4.752248
ENSG00000132612	6.718592	6.351956
ENSG00000213380	4.008392	4.340103
ENSG00000258429	3.110237	3.927205
ENSG00000132603	3.028488	4.634538
ENSG00000132604	5.627139	4.622453
ENSG00000103018	5.916607	5.077228
ENSG00000102908	4.822249	4.805718
ENSG00000181019	4.523845	5.215511
ENSG00000141101	3.555664	5.209644
ENSG00000198373	5.492978	4.941214
ENSG00000226232	2.878550	2.974870
ENSG00000090857	4.838812	4.287690
ENSG00000261556	3.439351	4.413050
ENSG00000223496	5.791183	4.110565
ENSG00000090861	7.822847	6.042385
ENSG00000157349	3.195923	6.605059
ENSG00000168872	4.792993	4.843585
ENSG00000157350	4.932511	5.167475
ENSG00000157353	3.902164	3.854585
ENSG00000103051	5.270330	4.697060
ENSG00000189091	6.006329	5.675767
ENSG00000157368	3.909320	3.139229
ENSG00000132613	6.825439	7.487971
ENSG00000103043	5.260100	4.354766
ENSG00000214353	2.578109	4.744998
ENSG00000180917	2.745586	3.404146
ENSG00000172137	4.356209	5.127187
ENSG00000167377	4.384028	4.651453
ENSG00000040199	5.149435	4.933054
ENSG00000166747	6.056849	4.638676
ENSG00000224470	4.901550	4.388232
ENSG00000182149	6.347873	4.424346
ENSG00000102984	2.734351	5.574522
ENSG00000102967	2.625093	3.399349
ENSG00000140830	3.542642	4.807294
ENSG00000261701	2.014695	2.626548
ENSG00000140829	5.031493	3.613216
ENSG00000260664	3.218760	3.100802
ENSG00000140836	3.306843	4.501053
ENSG00000103035	4.780446	5.740521
ENSG00000259972	2.596282	3.771105
ENSG00000090863	7.053888	6.016164
ENSG00000168411	2.950365	3.818513
ENSG00000168404	2.068187	2.582734
ENSG00000103089	3.721809	4.846092
ENSG00000103091	5.282702	5.030754
ENSG00000186187	4.789927	5.039440
ENSG00000166816	4.537868	4.865989
ENSG00000184517	4.352414	4.259633
ENSG00000050820	5.853527	6.313545
ENSG00000153774	5.632673	4.934292
ENSG00000166822	4.263759	5.376603
ENSG00000183196	3.228118	4.742528
ENSG00000135702	2.317168	3.815953
ENSG00000205084	4.057920	4.061848
ENSG00000034713	7.350855	5.478635
ENSG00000065457	3.172651	4.143059
ENSG00000065427	5.771362	5.296857
ENSG00000166848	7.965738	6.042360
ENSG00000152910	5.244915	4.606159
ENSG00000103111	5.213274	3.932419
ENSG00000171724	5.379133	4.693979
ENSG00000186153	4.010219	3.827134
ENSG00000277954	2.818691	4.469673
ENSG00000178573	4.640117	4.164558
ENSG00000166446	4.954316	5.116071
ENSG00000103121	5.114334	4.291567
ENSG00000166454	6.283576	5.062358
ENSG00000166455	2.946055	3.807634
ENSG00000140905	4.191227	5.008302
ENSG00000261609	4.725557	4.577520
ENSG00000153815	6.681350	6.431867
ENSG00000197943	2.191640	3.342949
ENSG00000135698	4.078764	4.313400
ENSG00000140945	5.773930	3.956451
ENSG00000230989	6.513507	5.371051
ENSG00000103150	3.666467	4.267948
ENSG00000140961	2.268101	2.734634
ENSG00000103154	5.842578	4.549392
ENSG00000140943	6.134582	4.735944
ENSG00000103160	5.400649	4.075436
ENSG00000154099	2.852674	3.869894
ENSG00000103168	5.351776	4.603107
ENSG00000103175	3.771980	3.281070
ENSG00000064270	2.117995	3.456136
ENSG00000140950	3.045097	4.726206
ENSG00000103187	5.897201	5.754610
ENSG00000135686	2.743021	4.730695
ENSG00000103194	5.423247	5.276196
ENSG00000103196	3.202021	3.454800
ENSG00000153786	5.021382	4.901821
ENSG00000135709	8.232368	6.257343
ENSG00000131149	5.332250	4.058310
ENSG00000131148	3.867254	6.102870
ENSG00000131143	8.439924	4.598586
ENSG00000103241	2.388301	3.766015
ENSG00000103248	3.161273	3.413064
ENSG00000103264	5.978504	6.303302
ENSG00000140941	7.502736	4.782509
ENSG00000140948	5.366134	5.632384
ENSG00000269935	2.596138	6.273927
ENSG00000154118	7.936894	5.119321
ENSG00000104731	4.649435	4.363873
ENSG00000103257	6.856271	5.406277
ENSG00000172530	3.337327	5.214523
ENSG00000205037	2.467655	3.283783
ENSG00000225614	3.239114	3.818898
ENSG00000179588	3.131224	4.138914
ENSG00000158545	4.978057	4.728518
ENSG00000051523	3.051374	3.502206
ENSG00000167508	5.665878	5.005910
ENSG00000260630	3.945934	5.145634
ENSG00000158717	3.908757	4.135194
ENSG00000174177	3.841747	4.377353
ENSG00000103335	4.598170	3.389768
ENSG00000198931	4.034374	4.059328
ENSG00000141012	3.808049	5.086897
ENSG00000167515	5.154529	4.539120
ENSG00000129993	4.076150	2.225296
ENSG00000176715	3.721628	4.093932
ENSG00000259877	2.601154	3.609712
ENSG00000170100	3.737765	3.778227
ENSG00000167522	6.635695	6.787176
ENSG00000197912	6.540957	6.235637
ENSG00000167526	8.524240	6.270119
ENSG00000178773	4.376710	4.891407
ENSG00000131165	6.245237	4.604693
ENSG00000167523	3.442854	4.685658
ENSG00000185324	5.645668	3.173072
ENSG00000158792	3.908912	4.114296
ENSG00000075399	5.675197	4.766338
ENSG00000158805	4.100904	3.765252
ENSG00000187741	2.104983	2.696479
ENSG00000204991	4.951192	4.258694
ENSG00000141002	6.858031	5.415900
ENSG00000258839	2.475248	3.536844
ENSG00000258947	7.617755	5.384737
ENSG00000140995	6.661739	4.871873
ENSG00000223959	3.969935	3.923397
ENSG00000003249	6.589850	5.546986
ENSG00000141013	4.127739	5.755437
ENSG00000272636	5.880284	5.549033
ENSG00000181031	2.138840	4.024047
ENSG00000187624	2.829447	4.191934
ENSG00000183688	3.674827	3.835329
ENSG00000141252	6.160574	4.812570
ENSG00000167695	3.018047	4.504978
ENSG00000179409	3.165904	4.850781
ENSG00000167699	5.474078	4.751373
ENSG00000171861	3.015055	4.475245
ENSG00000167693	3.620004	4.319111
ENSG00000177370	4.365955	5.368520
ENSG00000159842	8.851919	3.482764
ENSG00000108953	9.428154	8.152037
ENSG00000167193	5.669145	3.173674
ENSG00000197879	4.289753	4.426445
ENSG00000132376	5.062221	4.400111
ENSG00000174238	7.250335	6.979157
ENSG00000167703	5.665220	4.606894
ENSG00000074660	3.295572	3.433379
ENSG00000167705	3.580539	3.633314
ENSG00000174231	7.321959	5.643647
ENSG00000186594	3.599028	5.294740
ENSG00000167716	3.928816	5.126385
ENSG00000132386	5.369282	4.552885
ENSG00000186532	3.502209	5.602745
ENSG00000132383	5.465507	4.440419
ENSG00000185924	4.655764	5.376546
ENSG00000108963	4.452323	4.675629
ENSG00000177374	2.499888	4.296364
ENSG00000070366	4.429740	5.008910
ENSG00000167720	2.525442	4.268878
ENSG00000167721	4.383540	5.239010
ENSG00000141258	7.694349	5.576234
ENSG00000070444	4.774017	5.554457
ENSG00000127804	4.152929	4.317624
ENSG00000007168	7.822565	5.362204
ENSG00000132361	6.058618	5.166898
ENSG00000277200	4.504848	4.790524
ENSG00000132359	6.721095	4.165419
ENSG00000108381	4.453438	3.823442
ENSG00000167723	3.386587	3.688817
ENSG00000196689	3.766315	3.542903
ENSG00000197417	3.131830	3.330395
ENSG00000040531	3.115205	3.806862
ENSG00000213977	4.479918	4.835978
ENSG00000127774	3.860331	4.933937
ENSG00000083454	3.508320	4.663012
ENSG00000083457	3.475919	2.385675
ENSG00000074356	4.940877	5.049376
ENSG00000004660	7.072318	5.438081
ENSG00000074755	5.522345	5.141006
ENSG00000167740	4.690699	5.104730
ENSG00000185722	5.441290	5.018855
ENSG00000132388	5.031549	5.965791
ENSG00000183018	5.718620	5.431843
ENSG00000132382	5.657509	4.187164
ENSG00000141456	6.182809	4.972155
ENSG00000141480	5.830858	5.163928
ENSG00000161920	2.661353	3.459542
ENSG00000161921	3.371505	3.302176
ENSG00000280254	2.873269	4.444407
ENSG00000142507	5.557620	5.566079
ENSG00000129219	4.558089	4.155945
ENSG00000141503	7.344648	6.378145
ENSG00000108528	6.256289	5.656755
ENSG00000108523	6.249974	5.398965
ENSG00000108518	6.110739	4.488175
ENSG00000091640	5.285985	4.891388
ENSG00000108509	7.133336	5.570898
ENSG00000129250	7.749234	5.243401
ENSG00000180787	3.300387	2.508063
ENSG00000167840	2.592593	3.078070
ENSG00000234327	2.288688	4.141520
ENSG00000180626	3.149825	2.988877
ENSG00000029725	6.766984	6.438619
ENSG00000108559	3.693061	4.338427
ENSG00000129197	4.291334	4.294602
ENSG00000263272	2.801887	4.120617
ENSG00000108561	5.638170	4.339571
ENSG00000005100	4.397429	3.935270
ENSG00000072849	4.070151	4.222790
ENSG00000167842	3.644886	3.778886
ENSG00000091592	7.808914	4.347093
ENSG00000179314	4.876166	4.478992
ENSG00000091622	6.894006	5.994517
ENSG00000198920	4.419617	3.940531
ENSG00000129235	3.380563	4.210652
ENSG00000108590	2.324206	3.812828
ENSG00000256806	2.721079	4.061733
ENSG00000141485	3.141485	2.948443
ENSG00000132530	2.715482	3.836819
ENSG00000215067	2.057704	6.698469
ENSG00000219200	6.722202	6.260233
ENSG00000258315	2.007578	4.834232
ENSG00000267532	2.722965	5.117273
ENSG00000161940	2.267761	4.101053
ENSG00000141505	3.191319	4.227934
ENSG00000132535	8.614666	5.961313
ENSG00000072778	7.368439	6.752959
ENSG00000004975	4.280103	4.686099
ENSG00000040633	4.735366	5.283266
ENSG00000170296	7.484305	5.767395
ENSG00000175826	6.054930	4.095065
ENSG00000170291	4.867634	5.778393
ENSG00000006047	2.002189	3.112804
ENSG00000132507	6.661490	5.234666
ENSG00000132522	5.371340	4.937704
ENSG00000215041	6.019730	4.537047
ENSG00000213859	2.187314	4.121295
ENSG00000187838	3.612730	4.493095
ENSG00000205544	3.657412	4.771507
ENSG00000169992	7.233062	6.196083
ENSG00000161958	3.320058	4.738612
ENSG00000170175	3.497585	3.148567
ENSG00000174282	7.443130	6.958957
ENSG00000181222	7.069729	6.945104
ENSG00000239697	5.553052	5.543331
ENSG00000161955	4.926696	5.484716
ENSG00000161956	5.805371	5.069513
ENSG00000161960	6.993839	5.797125
ENSG00000129226	2.890126	4.919944
ENSG00000233223	2.068392	4.242069
ENSG00000129255	4.697778	5.362859
ENSG00000129194	3.470524	3.768516
ENSG00000129245	6.108385	5.215478
ENSG00000141504	5.785129	5.434774
ENSG00000129244	8.446132	4.899834
ENSG00000141510	2.837011	5.109060
ENSG00000141499	2.655717	5.234251
ENSG00000108947	5.591959	5.800389
ENSG00000183914	2.390816	4.782896
ENSG00000132510	4.584513	4.182712
ENSG00000183011	5.112886	4.957767
ENSG00000170004	7.678481	5.551714
ENSG00000179859	3.165812	5.365756
ENSG00000170049	4.248654	3.936208
ENSG00000170043	5.815877	4.614365
ENSG00000170037	4.328190	4.672035
ENSG00000179094	6.000662	5.804889
ENSG00000220205	9.142290	6.344768
ENSG00000179029	3.167343	4.324862
ENSG00000196544	2.865424	4.617510
ENSG00000178971	4.596413	4.878694
ENSG00000178921	4.008028	5.230212
ENSG00000198844	2.286882	3.619301
ENSG00000161970	7.723029	6.463084
ENSG00000166579	6.083468	3.896850
ENSG00000133026	7.032238	6.289153
ENSG00000065320	3.126428	3.410229
ENSG00000170310	4.057277	3.758209
ENSG00000154914	3.685544	4.463035
ENSG00000065325	2.014436	3.773629
ENSG00000007237	8.658403	4.050962
ENSG00000109063	2.295522	1.782841
ENSG00000133028	4.610983	4.720544
ENSG00000170222	2.055407	3.718322
ENSG00000187824	2.246765	3.038200
ENSG00000188803	4.162092	3.513700
ENSG00000007174	3.051229	2.778196
ENSG00000154957	3.076494	3.819888
ENSG00000065559	6.616237	6.185670
ENSG00000006740	5.801582	4.929438
ENSG00000006744	5.491020	4.002845
ENSG00000006695	3.094628	3.562722
ENSG00000109099	5.762048	4.285061
ENSG00000239704	3.760675	3.417154
ENSG00000221926	3.263415	3.839776
ENSG00000187607	3.006599	3.770567
ENSG00000170425	2.955860	2.977333
ENSG00000214941	4.010588	5.414689
ENSG00000011295	6.031841	5.292003
ENSG00000141027	6.428332	4.890891
ENSG00000108474	3.013991	4.839667
ENSG00000166582	4.464299	4.915327
ENSG00000170315	7.471838	6.035045
ENSG00000187688	2.995393	4.302329
ENSG00000175061	6.895764	4.997275
ENSG00000181350	3.626597	4.523113
ENSG00000141040	2.309343	3.485905
ENSG00000188933	5.062029	3.210007
ENSG00000260328	3.310358	4.741088
ENSG00000133030	8.212996	6.651863
ENSG00000278864	2.506928	4.145607
ENSG00000179598	3.215331	4.023336
ENSG00000154803	5.491976	5.698535
ENSG00000141030	5.344024	5.075579
ENSG00000205309	3.856588	4.869135
ENSG00000215030	2.461439	4.924019
ENSG00000141026	5.116956	5.005624
ENSG00000108551	6.681688	5.246386
ENSG00000133027	3.595668	3.928992
ENSG00000108557	5.526553	6.030182
ENSG00000072310	5.980229	5.109732
ENSG00000175662	7.844230	6.097173
ENSG00000171953	3.137417	4.650784
ENSG00000141034	4.080174	4.588601
ENSG00000108591	4.085210	4.681967
ENSG00000091536	3.374125	3.153173
ENSG00000091542	6.398970	4.924047
ENSG00000131899	5.829046	5.707955
ENSG00000177731	5.830529	5.449088
ENSG00000177427	3.898524	4.931737
ENSG00000177302	4.131779	3.956356
ENSG00000176994	4.337487	4.234382
ENSG00000176974	2.898217	3.621784
ENSG00000233327	3.087528	3.995824
ENSG00000108448	2.806450	3.424236
ENSG00000171928	3.183517	4.415279
ENSG00000141127	4.673955	3.435799
ENSG00000072134	5.827946	4.563169
ENSG00000108641	3.849874	4.092145
ENSG00000166484	3.274592	3.818716
ENSG00000128482	5.646655	5.307462
ENSG00000142494	2.207268	5.321982
ENSG00000072210	5.569523	5.877539
ENSG00000083290	5.937904	5.036149
ENSG00000270091	2.293151	3.832566
ENSG00000108599	4.855544	5.559352
ENSG00000128487	6.154935	4.784785
ENSG00000189423	2.469818	3.216536
ENSG00000124422	7.415482	5.050934
ENSG00000109016	4.002518	4.457277
ENSG00000178307	3.844364	4.781173
ENSG00000274180	3.574304	4.143417
ENSG00000034152	3.836638	4.200203
ENSG00000184185	3.683137	4.265802
ENSG00000212719	5.502574	3.524683
ENSG00000109046	7.045447	6.053511
ENSG00000141068	5.061944	4.973068
ENSG00000168961	2.695343	3.369229
ENSG00000007171	2.960839	3.429385
ENSG00000232859	4.838437	4.959961
ENSG00000087095	6.716516	5.849824
ENSG00000109084	3.511271	3.721055
ENSG00000109083	3.709127	5.134631
ENSG00000109079	5.968953	5.779876
ENSG00000004142	6.343001	5.217656
ENSG00000244045	3.458012	5.091967
ENSG00000004139	3.739406	3.507760
ENSG00000109072	2.031950	5.156167
ENSG00000076351	2.796142	4.778739
ENSG00000258472	3.701501	5.237950
ENSG00000109103	5.372279	4.797182
ENSG00000087111	5.116125	4.784362
ENSG00000109107	9.338487	6.357288
ENSG00000076382	3.751746	2.930838
ENSG00000167524	2.314718	5.204390
ENSG00000265287	2.898199	3.626563
ENSG00000007202	6.413940	4.776494
ENSG00000132581	4.275541	4.900934
ENSG00000109111	6.538352	4.987860
ENSG00000167525	2.118385	4.691487
ENSG00000109113	4.040012	5.347022
ENSG00000198242	6.568279	5.759773
ENSG00000160606	2.323274	4.744884
ENSG00000076604	3.913130	4.969252
ENSG00000173065	4.455404	4.185471
ENSG00000132591	5.279043	3.993777
ENSG00000132589	6.729198	4.499916
ENSG00000109118	4.888157	5.019354
ENSG00000179761	3.513127	5.514952
ENSG00000063015	4.908936	5.279298
ENSG00000196535	6.249408	5.877359
ENSG00000221995	3.385649	3.817601
ENSG00000108256	5.841289	6.588442
ENSG00000160551	6.422451	6.137089
ENSG00000168792	2.157132	3.203775
ENSG00000167543	3.912951	4.172474
ENSG00000108262	7.809010	5.290354
ENSG00000198720	5.323928	7.058106
ENSG00000167549	6.021739	5.576754
ENSG00000141298	4.580115	5.245958
ENSG00000126653	4.744723	4.961004
ENSG00000108578	4.271301	4.045666
ENSG00000108582	5.608057	5.146343
ENSG00000108587	5.104115	5.033332
ENSG00000250462	3.702938	3.328954
ENSG00000264538	4.256040	5.352847
ENSG00000176390	3.287819	4.584779
ENSG00000181481	2.318832	3.357775
ENSG00000196712	6.377475	6.512206
ENSG00000126861	6.215553	4.944760
ENSG00000126860	3.790815	5.621465
ENSG00000131242	7.716591	6.307269
ENSG00000172301	5.965139	5.741016
ENSG00000108651	4.446843	4.232621
ENSG00000178691	4.185558	5.157978
ENSG00000185158	3.902704	4.383396
ENSG00000126858	5.713996	5.159859
ENSG00000141314	5.424957	5.982329
ENSG00000108666	4.574266	6.208514
ENSG00000010244	6.285180	6.208293
ENSG00000108671	5.831882	4.969713
ENSG00000176749	7.456442	8.470355
ENSG00000176658	3.644657	4.340116
ENSG00000006042	4.129766	4.198487
ENSG00000108684	4.294235	4.247009
ENSG00000197322	2.259080	4.359214
ENSG00000181291	3.552961	4.269239
ENSG00000198783	3.459372	3.675660
ENSG00000005156	3.753208	4.429604
ENSG00000092871	4.238350	5.089923
ENSG00000185379	4.136820	4.270597
ENSG00000073536	4.070777	3.745014
ENSG00000166750	2.941447	2.720290
ENSG00000172716	2.470388	3.048058
ENSG00000267321	2.914286	4.069034
ENSG00000108733	3.305658	3.960707
ENSG00000006125	8.312793	4.017097
ENSG00000270647	6.526025	4.234727
ENSG00000270885	5.548429	5.544350
ENSG00000271447	3.705509	4.253808
ENSG00000273611	4.812138	4.468534
ENSG00000278259	3.734243	5.147063
ENSG00000277161	2.154272	3.462031
ENSG00000278311	5.907777	5.129387
ENSG00000278535	4.481134	4.567368
ENSG00000278619	2.397966	4.005576
ENSG00000275700	4.489281	4.509762
ENSG00000278540	6.700163	4.740275
ENSG00000276234	4.461993	4.669889
ENSG00000276023	4.217346	4.833074
ENSG00000275066	4.909009	5.040013
ENSG00000278053	3.637671	4.071310
ENSG00000274512	2.272398	3.446522
ENSG00000278845	4.232569	4.191654
ENSG00000277399	2.490774	5.019512
ENSG00000274211	5.796083	5.040935
ENSG00000275832	6.731454	5.668597
ENSG00000277363	6.838795	6.348989
ENSG00000273604	4.677105	4.995041
ENSG00000275023	7.531987	4.974028
ENSG00000277972	4.358366	4.742001
ENSG00000277258	4.157856	4.985582
ENSG00000277791	5.223974	5.016941
ENSG00000276293	8.249802	5.613332
ENSG00000273559	3.980508	5.063251
ENSG00000125691	7.277977	7.646749
ENSG00000002834	6.584524	6.314295
ENSG00000263874	5.005081	4.920256
ENSG00000161381	4.982588	4.584504
ENSG00000067191	6.618637	6.645664
ENSG00000108298	8.109709	6.426722
ENSG00000141750	6.572456	5.597559
ENSG00000108306	5.029479	5.129462
ENSG00000266469	2.196792	4.787510
ENSG00000125686	4.139669	4.480635
ENSG00000167258	4.128052	4.934664
ENSG00000273576	2.014614	4.562475
ENSG00000171532	5.009206	4.939875
ENSG00000131771	7.739732	6.614340
ENSG00000131748	5.171548	5.134828
ENSG00000173991	2.552912	3.891507
ENSG00000141744	2.754769	4.452180
ENSG00000161395	4.644806	3.558654
ENSG00000141736	4.049051	3.936930
ENSG00000141741	4.837955	4.126656
ENSG00000073605	3.524290	3.702416
ENSG00000172057	5.565359	5.019646
ENSG00000108344	6.270649	5.647275
ENSG00000008838	6.053232	6.172679
ENSG00000126351	8.161899	6.129419
ENSG00000126368	5.880599	6.393194
ENSG00000188895	6.762070	6.109979
ENSG00000108349	6.815123	5.644487
ENSG00000108352	6.685711	4.568967
ENSG00000171475	6.547347	5.543239
ENSG00000094804	2.019506	3.783752
ENSG00000131759	4.104142	5.269742
ENSG00000141753	4.611916	3.907248
ENSG00000073584	5.415929	4.797042
ENSG00000213424	4.588870	4.763377
ENSG00000186395	4.091698	2.786601
ENSG00000167920	2.192856	4.951773
ENSG00000128422	2.961293	3.109247
ENSG00000173812	8.737316	6.545465
ENSG00000173805	4.536104	3.445705
ENSG00000173801	3.903083	5.294446
ENSG00000141696	3.355274	4.187607
ENSG00000141756	4.307095	3.848034
ENSG00000141698	5.845101	5.287771
ENSG00000259623	4.886658	4.152484
ENSG00000131473	6.088287	3.860923
ENSG00000204815	2.074869	3.800468
ENSG00000173786	8.159100	6.331874
ENSG00000168259	6.320522	4.989658
ENSG00000168256	3.843228	5.424518
ENSG00000267221	2.192863	3.393717
ENSG00000108771	3.482287	3.760250
ENSG00000108773	6.930142	5.803568
ENSG00000108774	6.564796	5.457684
ENSG00000089558	2.500346	5.072326
ENSG00000167925	4.405099	4.250192
ENSG00000173757	5.992902	5.200294
ENSG00000126561	2.707050	4.776345
ENSG00000168610	6.070655	5.855448
ENSG00000177469	4.880852	4.309249
ENSG00000033627	8.229819	6.603478
ENSG00000108784	3.285554	4.640841
ENSG00000266962	2.000162	4.739059
ENSG00000108786	2.080496	4.375751
ENSG00000068120	5.496470	5.291175
ENSG00000108788	4.133027	4.806008
ENSG00000141699	5.361095	4.468330
ENSG00000131462	4.701502	4.821064
ENSG00000037042	6.859885	6.379979
ENSG00000068137	3.619505	4.189011
ENSG00000108797	7.146877	7.261115
ENSG00000108799	6.452549	5.316865
ENSG00000131477	2.912730	4.337203
ENSG00000131475	4.075797	4.079908
ENSG00000183978	5.534281	4.581725
ENSG00000126581	4.846369	4.374438
ENSG00000131467	5.900433	5.396361
ENSG00000266967	4.902027	4.709487
ENSG00000267060	2.097780	5.228313
ENSG00000198863	4.968739	4.865654
ENSG00000131469	7.337456	5.930558
ENSG00000068079	2.766632	3.809317
ENSG00000108828	5.429579	5.605426
ENSG00000108830	5.560636	5.985646
ENSG00000012048	2.102470	4.709432
ENSG00000267002	4.414771	5.623470
ENSG00000188554	6.672631	4.451061
ENSG00000175906	3.682294	5.135078
ENSG00000067596	4.547350	5.154964
ENSG00000108861	7.006565	5.767590
ENSG00000161647	2.404971	4.351520
ENSG00000108852	5.792036	5.674447
ENSG00000091947	3.726209	3.561035
ENSG00000161654	2.746212	5.809562
ENSG00000141349	5.142125	5.117359
ENSG00000108840	7.125389	6.210936
ENSG00000168591	5.293099	4.540506
ENSG00000087152	7.622061	6.246504
ENSG00000108312	6.296926	4.681274
ENSG00000260793	2.006990	4.858752
ENSG00000267750	2.430913	5.776174
ENSG00000108309	8.409179	6.392634
ENSG00000013306	5.673316	4.742660
ENSG00000030582	5.076802	4.710267
ENSG00000161682	5.038658	5.228999
ENSG00000005961	2.129206	3.826564
ENSG00000186566	4.870573	5.639143
ENSG00000180329	3.865910	4.749037
