tracks,weights
CHIP:GATAD2B:GM12878,0
CHIP:EP300:upper lobe of left lung male adult (37 years),0.005514
CHIP:H3K36me3:CD4-positive; alpha-beta T cell,0
CHIP:CTCF:prostate gland male adult (54 years),0
CHIP:H3K9me3:brain male embryo (122 days),0
CHIP:H3K9me3:mucosa of rectum female adult (61 year),0.028105
CHIP:FOXM1:HEK293T,0.023991
CHIP:H3K4me1:IMR-90,0
CHIP:H3K27me3:colonic mucosa female adult (56 years),0.003281
CHIP:SRSF1:K562,0
CHIP:H3K27me3:mesenchymal stem cell originated from H1-hESC,0
CHIP:H3K36me3:placenta embryo (16 weeks),0
CHIP:LEF1:K562,0
CHIP:CTCF:transverse colon male adult (54 years),0
CHIP:H3K9me3:muscle of leg female embryo (110 days),0
CHIP:H3K27ac:SK-N-MC,0
CHIP:H3K27ac:CD8-positive; alpha-beta T cell,0
CHIP:eGFP-HDAC8:K562 genetically modified using stable transfection,0
CHIP:TRIM22:GM12878,0
CHIP:H3K36me3:KMS-11,0
CHIP:RBM17:K562,0
CHIP:H3K36me3:skeletal muscle tissue,-0.01325
CHIP:H3K36me3:chorionic villus female embryo (40 weeks),0
CHIP:NRF1:K562,0
CHIP:JUND:liver male adult (32 years),0
CHIP:H3K27ac:Peyer's patch female adult (53 years),0
CHIP:H3K36me3:Loucy,0
CHIP:CTCF:esophagus squamous epithelium male adult (37 years),0
CHIP:H3K27me3:placenta female embryo (113 days),0
CHIP:H3K9ac:mesendoderm originated from H1-hESC,0
CHIP:SMARCA4:bipolar neuron originated from GM23338 treated with 0.5 ug/mL doxycycline hyclate for 4 days,0
CHIP:CREM:GM12878,0
CHIP:H3K4me3:caudate nucleus male adult (81 year),0
CHIP:H3K27me3:transverse colon female adult (53 years),0
CHIP:ELF1:GM12878,0
CHIP:E4F1:MCF-7,0
CHIP:H3K9ac:iPS-18a female adult (48 years),0
CHIP:H3K27ac:neuroepithelial stem cell genetically modified using stable transfection NONE and originated from H9,0
CHIP:H3K27me3:psoas muscle male child (3 years),0
CHIP:EP300:neural cell originated from H1-hESC,-0.013899
CHIP:H3K36me3:ES-I3,0
CHIP:POLR2AphosphoS5:breast epithelium male adult (54 years),0
CHIP:eGFP-ZNF639:K562 genetically modified using CRISPR,0
CHIP:H3K4me1:HUES64,0
CHIP:H2BK20ac:H9,-0.017179
CHIP:EP300:omental fat pad male adult (37 years),0
CHIP:H3K27ac:adrenal gland male embryo (97 days),0
CHIP:MAX:liver female child (4 years),0
CHIP:eGFP-FOXJ2:K562 genetically modified using stable transfection,0
CHIP:H3K79me2:KMS-11,0
CHIP:CTCF:22Rv1 treated with 10 nM 17B-hydroxy-5a-androstan-3-one for 4 hours,0
CHIP:RBM22:K562,0
CHIP:H2BK120ac:H1-hESC,0
CHIP:H3K9ac:iPS-15b female adult (48 years),0
CHIP:H3K4me1:aorta female adult (30 years),0.001612
CHIP:ZMYM3:HepG2,0
CHIP:H3K36me3:PC-3,0
CHIP:3xFLAG-PBX2:HepG2 genetically modified using CRISPR,0
CHIP:H3K9me3:endocrine pancreas male,0
CHIP:ASH2L:GM12878,0
CHIP:H3K4me3:bipolar neuron originated from GM23338 treated with 0.5 ug/mL doxycycline hyclate for 4 days,0
CHIP:ASH2L:H1-hESC,0
CHIP:H3K9ac:hepatocyte originated from H9,0
CHIP:H3K4me2:OCI-LY7,0
CHIP:H3K4me1:tibial nerve female adult (53 years),0
CHIP:RBM15:K562,0
CHIP:MEIS2:K562,0
CHIP:H3K4me1:CD8-positive; alpha-beta T cell male adult (21 year),0
CHIP:ZNF830:K562,0
CHIP:H3K4me3:CD4-positive; alpha-beta T cell male adult (21 year),0
CHIP:NRF1:HepG2,0.002993
CHIP:H3K27me3:chorionic villus female embryo (40 weeks),0.033806
CHIP:H3K9me3:liver female adult (25 years),0
CHIP:H3K27me3:foreskin keratinocyte male newborn,0
CHIP:eGFP-ZNF707:HEK293 genetically modified using site-specific recombination originated from HEK293,0
CHIP:POLR2G:HepG2,0
CHIP:eGFP-IRF1:K562 genetically modified using stable transfection,0.008569
CHIP:eGFP-ZNF350:HEK293 genetically modified using site-specific recombination originated from HEK293,-0.014297
CHIP:H3K27ac:heart left ventricle female adult (53 years),0
CHIP:H3K27me3:spinal cord female embryo (108 days),0
CHIP:H3K36me3:thyroid gland female adult (53 years),0.021962
CHIP:CTCF:RWPE2,0
CHIP:H3K27ac:OCI-LY3,0
CHIP:H3K4me1:iPS DF 6.9 male newborn,0
CHIP:CTCF:22Rv1,0
CHIP:H3K36me3:adrenal gland male adult (54 years),0
CHIP:H4K91ac:H1-hESC,0
CHIP:eGFP-ZNF621:HEK293 genetically modified using site-specific recombination originated from HEK293,0
CHIP:H3K27me3:muscle layer of colon female adult (56 years),0
CHIP:eGFP-KLF1:HEK293 genetically modified using site-specific recombination originated from HEK293,0.023711
CHIP:H3K27me3:small intestine male embryo (108 days),0
CHIP:ZNF687:GM12878,0
CHIP:H2AFZ:DOHH2,0
CHIP:ATM:HepG2,0
CHIP:H3K27me3:OCI-LY1,0
CHIP:H3K27me3:upper lobe of left lung female adult (53 years),0
CHIP:eGFP-YY1:HEK293 genetically modified using site-specific recombination originated from HEK293,0
CHIP:H3K9me3:CD4-positive; CD25-positive; alpha-beta regulatory T cell,0
CHIP:H3K9ac:cingulate gyrus female adult (75 years),0
CHIP:CBFB:GM12878,0
CHIP:FOXK2:GM12878,-0.008554
CHIP:POLR2AphosphoS5:suprapubic skin male adult (54 years),0
CHIP:H3K27me3:common myeloid progenitor; CD34-positive female adult (27 years),0
CHIP:EP300:esophagus muscularis mucosa male adult (54 years),0
CHIP:L3MBTL2:HEK293T,0
CHIP:H3K9me3:HUES6,0
CHIP:H3K4me1:spinal cord female embryo (108 days),0
CHIP:TCF7:K562,0
CHIP:H3K9me3:body of pancreas male adult (54 years),0
CHIP:YBX1:MCF-7,0.003564
CHIP:H3K27me3:cardiac muscle cell,0.015473
CHIP:eGFP-ZSCAN16:HEK293 genetically modified using site-specific recombination originated from HEK293,0
CHIP:H3K27me3:GM23248,0
CHIP:ATF7:MCF-7,0
CHIP:H3K27me3:peripheral blood mononuclear cell male adult (32 years),0
CHIP:H3K27me3:OCI-LY3,-0.002529
CHIP:H3K36me3:Karpas-422,0.036258
CHIP:REST:liver male adult (32 years),0
CHIP:U2AF1:HepG2,0
CHIP:H3K36me3:upper lobe of left lung female adult (53 years),0
CHIP:H2AFZ:SU-DHL-6,-0.002953
CHIP:ATF2:K562,0
CHIP:H3K36me3:brain female embryo (17 weeks),0
CHIP:H3K4me2:Karpas-422,0
CHIP:H3K36me3:H9 genetically modified using stable transfection,0
CHIP:REST:GM23338 male adult (53 years) originated from GM23248,0
CHIP:THRAP3:K562,0
CHIP:FOXK2:HEK293T,0
CHIP:PCBP1:HepG2,0
CHIP:H3K9ac:MM.1S,0
CHIP:H3K4me1:gastroesophageal sphincter female adult (53 years),0
CHIP:KDM5A:HepG2,0
CHIP:H3F3A:neural cell,0
CHIP:IKZF1:GM12878,0
CHIP:H2AFZ:OCI-LY1,-0.025963
CHIP:H3K4me3:trophoblast cell originated from H1-hESC,0
CHIP:H3K4me2:MCF-7,0
CHIP:TRIM22:MCF-7,0
CHIP:H3K27ac:iPS DF 6.9 male newborn,0
CHIP:H3K4me3:body of pancreas male adult (37 years),0
CHIP:ZBTB33:K562,-0.015168
CHIP:H3K27ac:H9,0
CHIP:ZHX2:MCF-7,0
CHIP:POLR2A:esophagus squamous epithelium female adult (51 year),0
CHIP:H3K27me3:small intestine female adult (30 years),0
CHIP:H3K36me3:heart left ventricle male child (3 years),0
CHIP:EP300:vagina female adult (53 years),0
CHIP:H3K36me3:CD4-positive; alpha-beta T cell treated with phorbol 13-acetate 12-myristate ; ionomycin,0
CHIP:eGFP-ZNF624:HEK293 genetically modified using site-specific recombination originated from HEK293,0
CHIP:H4K20me1:SK-N-SH,-0.000279
CHIP:H3K4me3:B cell female adult (43 years),0
CHIP:H3K4me3:Peyer's patch female adult (53 years),0
CHIP:H3K36me3:KOPT-K1,0
CHIP:H3K27ac:H1-hESC,0.007179
CHIP:H3K27me3:PC-3,0
CHIP:ZKSCAN1:K562,0
CHIP:ZNF384:HEK293T,0
CHIP:eGFP-ZBTB11:HEK293 genetically modified using site-specific recombination originated from HEK293,0
CHIP:H3K9me3:H1-hESC,0.04809
CHIP:H3K4me3:substantia nigra male adult (81 year),-0.004343
CHIP:H2AFZ:hepatocyte originated from H9,0
CHIP:H3K4me3:endocrine pancreas adult (59 years),0
CHIP:H3K9me3:Loucy,0.032056
CHIP:H3K9me3:stomach male child (3 years),0.008723
CHIP:EZH2phosphoT487:bipolar neuron originated from GM23338 treated with 0.5 ug/mL doxycycline hyclate for 4 days,0
CHIP:NONO:K562,0
CHIP:H3K4me1:CD4-positive; alpha-beta memory T cell,0
CHIP:SMARCC2:HepG2,0
CHIP:ZHX1:HeLa-S3,0
CHIP:H3K9me3:mesodermal cell originated from HUES64,0
CHIP:POLR2A:lower leg skin female adult (53 years),0
CHIP:H3K36me3:brain male embryo (122 days),0
CHIP:H4K8ac:trophoblast cell originated from H1-hESC,0
CHIP:H3K4me1:HUES48,0
CHIP:POLR2A:upper lobe of left lung female adult (51 year),0
CHIP:H3K4me3:iPS DF 19.11 male newborn,0
CHIP:TCF7L2:K562,0
CHIP:POLR2AphosphoS5:bipolar neuron originated from GM23338 treated with 0.5 ug/mL doxycycline hyclate for 4 days,0
CHIP:H3K36me3:foreskin fibroblast male newborn,0.04836
CHIP:H3K4me1:neuroepithelial stem cell genetically modified using stable transfection originated from H9,0
CHIP:H3K9me3:B cell male adult (21 year),0
CHIP:H3K27ac:common myeloid progenitor; CD34-positive female adult (27 years),0
CHIP:EP300:esophagus muscularis mucosa female adult (51 year),0
CHIP:H3K27ac:angular gyrus female adult (75 years),0.01121
CHIP:REST:A549,0
CHIP:H3K27ac:effector memory CD4-positive; alpha-beta T cell,0
CHIP:H3K36me3:liver male adult (32 years),0
CHIP:eGFP-PRDM6:HEK293 genetically modified using site-specific recombination originated from HEK293,0
CHIP:H3K9ac:layer of hippocampus female adult (75 years),0
CHIP:H3K27ac:small intestine male embryo (108 days),0
CHIP:eGFP-ZNF548:HEK293 genetically modified using site-specific recombination originated from HEK293,0
CHIP:H3K36me3:caudate nucleus male adult (81 year),0
CHIP:POLR2AphosphoS5:upper lobe of left lung female adult (51 year),0
CHIP:REST:liver female child (4 years),0
CHIP:HDAC2:K562,0
CHIP:SUPT5H:K562,0
CHIP:H3K4me3:HUES64,0
CHIP:EZH2phosphoT487:MM.1S,0.035385
CHIP:TCF12:HepG2,0
CHIP:SMARCA5:K562,0
CHIP:H3K9me3:ES-I3,0
CHIP:H2BK12ac:mesenchymal stem cell originated from H1-hESC,0
CHIP:eGFP-REST:HEK293 genetically modified using site-specific recombination originated from HEK293,0
CHIP:H3K36me3:ACC112,0.026583
CHIP:CREB1:MCF-7,0
CHIP:eGFP-ZNF491:HEK293 genetically modified using site-specific recombination originated from HEK293,0
CHIP:JUNB:GM12878,-0.013281
CHIP:SREBF1:A549,0
CHIP:eGFP-ZNF514:HEK293 genetically modified using site-specific recombination originated from HEK293,0
CHIP:H3K27me3:sigmoid colon male child (3 years),0
CHIP:E2F8:MCF-7,0
CHIP:ZFP91:K562,0
CHIP:ZNF687:MCF-7,0
CHIP:RBM34:K562,0
CHIP:CTCF:adrenal gland male adult (37 years),0
CHIP:H3K36me3:adrenal gland female adult (30 years),0
CHIP:H3K9me3:gastrocnemius medialis female adult (53 years),0
CHIP:H4K20me1:GM23248,0
CHIP:H2BK120ac:mesendoderm originated from H1-hESC,0
CHIP:H2AFZ:Loucy,0
CHIP:H3K4me3:sigmoid colon female adult (53 years),0.002698
CHIP:ZFP36:GM12878,0
CHIP:H3K4me3:thyroid gland male adult (37 years),0
CHIP:H3K4me1:mucosa of rectum female adult (50 years),0
CHIP:H3K4me1:temporal lobe male adult (81 year),0
CHIP:H3K4me3:heart left ventricle female adult (53 years),0
CHIP:H3K4ac:mesenchymal stem cell originated from H1-hESC,0
CHIP:H3K9ac:subcutaneous abdominal adipose tissue nuclear fraction female adult (81 year),0
CHIP:H3K4me3:fibroblast of breast female adult (26 years),0
CHIP:CREM:HepG2,0
CHIP:H3K27me3:body of pancreas female adult (53 years),0
CHIP:H3K4me1:stomach female adult (53 years),0
CHIP:H3K27me3:liver female adult (25 years),0.011132
CHIP:H3K9me3:CD8-positive; alpha-beta T cell,0
CHIP:H3K27ac:bipolar neuron originated from GM23338 treated with 0.5 ug/mL doxycycline hyclate for 4 days,0
CHIP:H3K4me1:GM23248,0
CHIP:EP300:gastroesophageal sphincter male adult (54 years),-0.004511
CHIP:eGFP-ZNF223:HEK293 genetically modified using site-specific recombination originated from HEK293,0
CHIP:SP1:HEK293T,0
CHIP:EP300:sigmoid colon male adult (37 years),0
CHIP:H3K4me1:thyroid gland male adult (37 years),0
CHIP:CTCF:transverse colon male adult (54 years),0
CHIP:ZMIZ1:K562,0
CHIP:TRIM24:K562,0
CHIP:KDM1A:K562,0
CHIP:H3K36me3:thyroid gland male adult (54 years),0
CHIP:H2AFZ:GM23338 male adult (53 years) originated from GM23248,0
CHIP:3xFLAG-MXD3:HepG2 genetically modified using CRISPR,0
CHIP:eGFP-ZEB1:HEK293 genetically modified using site-specific recombination originated from HEK293,0
CHIP:eGFP-ZNF547:HEK293 genetically modified using site-specific recombination originated from HEK293,-0.011477
CHIP:H3K27ac:esophagus squamous epithelium female adult (53 years),0
CHIP:H3K9me3:thoracic aorta male adult (54 years),0
CHIP:H3K27ac:chorion male embryo (16 weeks),0
CHIP:NCOR1:K562,0
CHIP:H3K36me3:HEK293,0
CHIP:H3K27ac:epithelial cell of prostate male,-0.001042
CHIP:H3K4me3:Karpas-422,0
CHIP:H3K4me1:effector memory CD4-positive; alpha-beta T cell,0
CHIP:CTCF:right lobe of liver female adult (53 years),0
CHIP:POLR2A:prostate gland male adult (37 years),0
CHIP:H3K27me3:germinal matrix male embryo (20 weeks),0
CHIP:ZNF217:MCF-7,0
CHIP:H3K4me1:fibroblast of breast female adult (26 years),0
CHIP:NONO:MCF-7,0
CHIP:H3K27ac:layer of hippocampus male adult (81 year),0
CHIP:H3K4me1:PC-9,0
CHIP:H3K36me3:GM23248,0
CHIP:MTA3:K562,0.001383
CHIP:H3K27me3:SK-N-SH,-0.025274
CHIP:POLR2AphosphoS5:gastroesophageal sphincter male adult (37 years),0
CHIP:H3K27me3:iPS DF 6.9 male newborn,0
CHIP:H3K27ac:foreskin fibroblast male newborn,0
CHIP:RAD21:liver male adult (32 years),0
CHIP:eGFP-EGR2:HEK293 genetically modified using site-specific recombination originated from HEK293,-0.003358
CHIP:H3K4me1:HUES6,0
CHIP:POLR2AphosphoS5:vagina female adult (53 years),0
CHIP:eGFP-ZFX:K562 genetically modified using CRISPR,0
CHIP:SIN3A:K562,0
CHIP:H3K27me3:T-cell male adult (37 years),0
CHIP:POLR2AphosphoS5:sigmoid colon male adult (37 years),0
CHIP:H3K36me3:common myeloid progenitor; CD34-positive,0
CHIP:H3K4me3:mid-neurogenesis radial glial cells genetically modified using stable transfection originated from H9,0
CHIP:POLR2A:esophagus muscularis mucosa female adult (53 years),0
CHIP:H3K9ac:subcutaneous abdominal adipose tissue nuclear fraction female adult (25 years),0
CHIP:H3K9me3:gastrocnemius medialis male adult (37 years),0
CHIP:H3K4me3:subcutaneous abdominal adipose tissue nuclear fraction female adult (59 years),0
CHIP:NONO:HepG2,0
CHIP:EP300:sigmoid colon male adult (54 years),0
CHIP:H3K36me3:thymus male child (3 years),0
CHIP:eGFP-ZBTB49:HEK293 genetically modified using site-specific recombination originated from HEK293,0
CHIP:PHB2:K562,0
CHIP:RFX5:MCF-7,0
CHIP:3xFLAG-GATAD2A:HepG2 genetically modified using CRISPR,0
CHIP:CTCF:sigmoid colon female adult (53 years),0
CHIP:H3K36me3:H1-hESC,0
CHIP:3xFLAG-HMG20B:HepG2 genetically modified using CRISPR,0
CHIP:H3K36me3:skeletal muscle tissue male adult (54 years),0
CHIP:eGFP-IRF9:K562 genetically modified using stable transfection,0
CHIP:H3K4me3:adrenal gland male adult (54 years),0
CHIP:eGFP-ZBTB1:HEK293 genetically modified using site-specific recombination originated from HEK293,0
CHIP:RFX1:HepG2,0
CHIP:H3K27ac:heart right ventricle male adult (34 years),0
CHIP:H3K27me3:H1-hESC,0
CHIP:GMEB1:K562,0.014723
CHIP:EP300:suprapubic skin female adult (53 years),0.004366
CHIP:H2AFZ:neuron originated from H9,-0.030069
CHIP:H3K27me3:muscle layer of duodenum male adult (59 years),0
CHIP:POLR2AphosphoS5:transverse colon male adult (37 years),0
CHIP:H3K4me3:thoracic aorta male adult (54 years),0
CHIP:H3K36me3:skeletal muscle tissue female adult (72 years),0
CHIP:H3K9me3:H7-hESC,-0.003212
CHIP:NCOA1:K562,0
CHIP:H3K27ac:mesodermal cell originated from HUES64,0
CHIP:CTCF:GM23338 male adult (53 years) originated from GM23248,0
CHIP:H3K4me3:transverse colon female adult (53 years),0.037272
CHIP:HDAC6:GM12878,0
CHIP:KDM5A:A549,-0.020512
CHIP:CLOCK:MCF-7,0
CHIP:MXI1:neural cell originated from H1-hESC,0
CHIP:POLR2A:tibial nerve female adult (53 years),0
CHIP:H3K4me3:lung female embryo (120 days),0
CHIP:POLR2AphosphoS5:esophagus muscularis mucosa female adult (53 years),0
CHIP:ZNF143:GM12878,0
CHIP:3xFLAG-KLF9:HepG2 genetically modified using CRISPR,0
CHIP:POLR2AphosphoS5:breast epithelium female adult (53 years),0
CHIP:H3K27me3:natural killer cell male adult (21 year),0
CHIP:H3K27me3:thoracic aorta male adult (37 years),0
CHIP:H3K4me3:B cell male adult (37 years),0
CHIP:MBD2:MCF-7,0
CHIP:H2BK12ac:neural stem progenitor cell originated from H1-hESC,0
CHIP:H3K4me2:trophoblast cell originated from H1-hESC,0
CHIP:H3K27me3:stomach smooth muscle female adult (84 years),0
CHIP:H3K4me3:iPS-11a male adult (36 years),0
CHIP:H3K23ac:IMR-90,0
CHIP:H3K36me3:adrenal gland male adult (34 years),0
CHIP:H3K36me3:pancreas male adult (34 years),0
CHIP:H3K9me2:PC-3,0
CHIP:H3K4me3:muscle layer of colon female adult (77 years),0
CHIP:H3K4me3:small intestine female adult (30 years),0
CHIP:H3K36me3:CD8-positive; alpha-beta memory T cell,0
CHIP:H3K9ac:PC-9,0
CHIP:USF2:SK-N-SH,0
CHIP:PCBP2:HepG2,0
CHIP:H2AFZ:PC-3,0
CHIP:eGFP-KLF13:HEK293 genetically modified using site-specific recombination originated from HEK293,0
CHIP:PTBP1:K562,0
CHIP:CBX1:K562,0
CHIP:IKZF1:K562,0
CHIP:H3K27ac:gastrocnemius medialis male adult (54 years),0
CHIP:H3K27me3:chorionic villus embryo (16 weeks),0
CHIP:PAX8:MCF-7,0
CHIP:ZNF639:K562,0.000243
CHIP:H3K4me3:psoas muscle male adult (34 years),0
CHIP:eGFP-ZNF785:HEK293 genetically modified using site-specific recombination originated from HEK293,0
CHIP:POLR2AphosphoS5:spleen male adult (37 years),0
CHIP:LCORL:HepG2,0
CHIP:H3K27me3:thymus male child (3 years),0
CHIP:H3K9ac:H1-hESC,0
CHIP:E2F8:K562,0
CHIP:H3K4me3:rectal smooth muscle tissue female adult (50 years),0
CHIP:H3K9me3:layer of hippocampus male adult (81 year),0
CHIP:H3K36me3:fibroblast of breast female adult (26 years),0
CHIP:H3K4me1:lung female embryo (85 days),-0.000843
CHIP:3xFLAG-KAT8:HepG2 genetically modified using CRISPR,0
CHIP:ESRRA:MCF-7,0.000005
CHIP:H3K27me3:muscle of leg female embryo (110 days),0.022895
CHIP:CTCF:thyroid gland female adult (51 year),0
CHIP:H3K27ac:KMS-11,0
CHIP:H3K27me3:neurosphere female embryo (17 weeks) originated from cortex,0
CHIP:H3K27ac:trophoblast female embryo (40 weeks),0
CHIP:H3K4me3:layer of hippocampus male adult (81 year),-0.006299
CHIP:H3K4me3:neural stem progenitor cell originated from H1-hESC,0
CHIP:H3K9me3:ovary female adult (30 years),0
CHIP:H3K4me3:aorta male adult (34 years),0
CHIP:H3K79me2:OCI-LY3,0.01279
CHIP:H3K4me3:neurosphere female embryo (17 weeks) originated from cortex,0
CHIP:H3T11ph:H9,0
CHIP:BHLHE40:IMR-90,0
CHIP:TRIM24:K562,0
CHIP:H3K9me3:chorionic villus male embryo (38 weeks),0
CHIP:H3K4me3:endocrine pancreas male adult (45 years),0
CHIP:H3K9me3:common myeloid progenitor; CD34-positive female adult (33 years),0
CHIP:H3K4me3:T-helper 17 cell treated with phorbol 13-acetate 12-myristate ; ionomycin,0
CHIP:H3K36me3:small intestine male child (3 years),0.1012
CHIP:H3K9ac:H7-hESC,-0.043172
CHIP:H4K20me1:neural cell,0.070756
CHIP:3xFLAG-SAP130:HepG2 genetically modified using CRISPR,0
CHIP:POLR2AphosphoS5:spleen female adult (53 years),-0.00022
CHIP:H3K36me3:chorion male embryo (16 weeks),0
CHIP:H3K27me3:trophoblast cell originated from H1-hESC,0
CHIP:H3K4me3:aorta female adult (30 years),0
CHIP:H4K12ac:trophoblast cell originated from H1-hESC,0
CHIP:CTCF:ascending aorta female adult (51 year),0
CHIP:H4K20me1:OCI-LY1,0
CHIP:ATF2:GM12878,0
CHIP:3xFLAG-SOX5:HepG2 genetically modified using CRISPR,0
CHIP:H3K4me3:CD8-positive; alpha-beta memory T cell,0
CHIP:H3K36me3:vagina female adult (53 years),0.134498
CHIP:H3K27me3:Karpas-422,0.01046
CHIP:H3K27ac:chorionic villus embryo (16 weeks),0
CHIP:H3K4me1:natural killer cell male adult (21 year),0
CHIP:CTCF:upper lobe of left lung male adult (54 years),0
CHIP:H3F3A:DOHH2,0
CHIP:eGFP-WT1:HEK293 genetically modified using site-specific recombination originated from HEK293,0
CHIP:3xFLAG-MIXL1:HepG2 genetically modified using CRISPR,0
CHIP:H3K4me3:regulatory T cell originated from blood cell,-0.010324
CHIP:eGFP-PATZ1:HEK293 genetically modified using site-specific recombination originated from HEK293,0
CHIP:BMI1:MCF-7,0
CHIP:H3K4me1:H9 genetically modified using stable transfection,0
CHIP:H3K36me3:right atrium auricular region female adult (53 years),0
CHIP:RFX1:K562,0
CHIP:SMARCE1:HepG2,0
CHIP:H3K9ac:peripheral blood mononuclear cell male adult (27 years),0
CHIP:H3K4me3:keratinocyte female,-0.001102
CHIP:NR2F1:K562,0
CHIP:CTCF:upper lobe of left lung female adult (53 years),0
CHIP:H3K27ac:stomach smooth muscle female adult (84 years),0
CHIP:H3K4me1:CD4-positive; alpha-beta T cell treated with phorbol 13-acetate 12-myristate ; ionomycin,0
CHIP:H3K4me3:gastrocnemius medialis male adult (54 years),0
CHIP:CTCF:upper lobe of left lung female adult (51 year),0
CHIP:H3K4me1:foreskin melanocyte male newborn,0
CHIP:H3K27me3:right cardiac atrium male adult (34 years),0
CHIP:H3K9me3:H9,0
CHIP:ATF7:K562,0
CHIP:H3K9me3:T-cell,0
CHIP:POLR2A:transverse colon female adult (51 year),0
CHIP:KLF5:GM12878,0
CHIP:H3K9me3:thoracic aorta male adult (37 years),0
CHIP:H3K4me3:SK-N-SH,0
CHIP:H3K4me3:thyroid gland male adult (54 years),0
CHIP:EP300:vagina female adult (51 year),0
CHIP:H3K9me3:substantia nigra female adult (75 years),0
CHIP:eGFP-ELF1:K562 genetically modified using stable transfection,0
CHIP:H3K4me1:KMS-11,0
CHIP:IRF5:GM12878,0
CHIP:H3K27me3:body of pancreas male adult (37 years),0
CHIP:eGFP-ZNF18:HEK293 genetically modified using site-specific recombination originated from HEK293,0
CHIP:H3K4me1:placenta female embryo (113 days),0
CHIP:H3K9me3:Karpas-422,-0.026585
CHIP:H3K36me3:SK-N-SH,-0.060338
CHIP:eGFP-GLI2:HEK293 genetically modified using site-specific recombination originated from HEK293,0
CHIP:POLR2AphosphoS5:sigmoid colon male adult (54 years),0
CHIP:POLR2A:body of pancreas female adult (53 years),0
CHIP:GATAD2B:MCF-7,0
CHIP:MNT:K562,0
CHIP:H3K9me3:common myeloid progenitor; CD34-positive,-0.0298
CHIP:H3K9me3:iPS-18a female adult (48 years),0
CHIP:EP300:subcutaneous adipose tissue male adult (54 years),0
CHIP:H3K9me3:peripheral blood mononuclear cell male adult (32 years),0
CHIP:CTCF:testis male adult (54 years),0
CHIP:H3K27ac:right lobe of liver female adult (53 years),0
CHIP:H3K27me3:Peyer's patch female adult (53 years),0
CHIP:H3K27ac:ascending aorta female adult (51 year),0
CHIP:H2AFZ:bipolar neuron originated from GM23338 treated with 0.5 ug/mL doxycycline hyclate for 4 days,0
CHIP:EP300:subcutaneous adipose tissue female adult (51 year),0
CHIP:H3K4me3:thoracic aorta male adult (37 years),0
CHIP:eGFP-ZNF24:HEK293 genetically modified using site-specific recombination originated from HEK293,0
CHIP:H3K4me1:pancreas female adult (30 years),0
CHIP:H3K4me3:MCF-7,0
CHIP:eGFP-ZNF114:HEK293 genetically modified using site-specific recombination originated from HEK293,0
CHIP:NEUROD1:K562,0
CHIP:POLR2AphosphoS5:upper lobe of left lung female adult (53 years),0
CHIP:PKNOX1:MCF-7,0
CHIP:CTCF:GM23338 male adult (53 years) originated from GM23248,0
CHIP:BHLHE40:GM12878,0.024316
CHIP:DNMT1:K562,0
CHIP:H3K27ac:RWPE2,0
CHIP:H3K36me3:thoracic aorta male adult (54 years),0
CHIP:H3K9me3:A673,-0.023376
CHIP:H3K27me3:heart left ventricle female adult (53 years),0
CHIP:3xFLAG-ARID4B:HepG2 genetically modified using CRISPR,0
CHIP:3xFLAG-RERE:HepG2 genetically modified using CRISPR,0
CHIP:H3K36me3:aorta female adult (30 years),0
CHIP:H3K36me3:subcutaneous abdominal adipose tissue nuclear fraction female adult (49 years),0
CHIP:H3K4me3:iPS-20b male adult (55 years),0
CHIP:MCM3:K562,0
CHIP:U2AF2:HepG2,0
CHIP:H3K4me1:H1-hESC,0
CHIP:SP1:K562,0
CHIP:H3K9me3:middle frontal area 46 male adult (81 year),-0.017128
CHIP:H3K36me3:peripheral blood mononuclear cell female adult (28 years),-0.013134
CHIP:H3K9me3:adrenal gland male adult (34 years),0
CHIP:H3K4me2:DOHH2,0
CHIP:eGFP-ZNF214:HEK293 genetically modified using site-specific recombination originated from HEK293,0
CHIP:3xFLAG-TGIF2:HepG2 genetically modified using CRISPR,0
CHIP:H3K4me1:kidney male adult (50 years),0
CHIP:H3K36me3:cardiac muscle cell,0
CHIP:YY1:liver female child (4 years),0
CHIP:POLR2A:Peyer's patch female adult (53 years),0
CHIP:H3K36me3:skeletal muscle satellite cell female adult originated from mesodermal cell,0
CHIP:JUN:A549,0.017162
CHIP:H3K36me3:substantia nigra female adult (75 years),0
CHIP:NFRKB:K562,0
CHIP:H3K4me1:iPS-20b male adult (55 years),0
CHIP:eGFP-ZNF202:HEK293 genetically modified using site-specific recombination originated from HEK293,0.002656
CHIP:H3K9ac:OCI-LY3,0
CHIP:NFRKB:HEK293T,0
CHIP:XRCC3:K562,0
CHIP:H3K27me3:brain female embryo (17 weeks),-0.046166
CHIP:NRF1:K562,0
CHIP:CTCF:gastrocnemius medialis male adult (54 years),0
CHIP:H3K36me3:T-helper 17 cell treated with phorbol 13-acetate 12-myristate ; ionomycin,0
CHIP:H3K4me1:large intestine male embryo (108 days),0.000824
CHIP:POLR2A:uterus female adult (51 year),0
CHIP:H3K9me3:MCF-7,0
CHIP:.:batch1_chrom1_LoVo_ARNT_Mouse_PassedQC / LoVo / colon adenocarcinoma,0
CHIP:.:batch1_chrom1_LoVo_ASCL2_Mouse_PassedQC / LoVo / colon adenocarcinoma,0
